version,name,aa,ppg,srm,attenuation,temperature_range,description,alcohol_tolerance,flocculation
yeast,ECY34 East Coast Yeast Dirty Dozen Brett Blend,,,,80,60ºF – 74ºF,"Twelve (12) different isolates of Brettanomyces exhibiting high production of barnyard ""funk"" and esters. Dryness, ripe fruit, and acidity will be encountered over a period of months and over time (>1 yr), may display gueuze-like qualities in complexity. Contains various isolates from lambic-producers, B. bruxellensis, B. anomala, B. lambicus, and B. naardenensis.  For those who want the most from Brett yeast, whether a 100% Brett fermentation is desired or adding to secondary aging projects.",,
yeast,Muntons Ale Yeast,,,,72,57ºF – 77ºF,Good all-purpose ale yeast,,Low
yeast,Red Star Cote Des Blancs,,,,90,64ºF – 68ºF,"AKA Geisenheim Epernay. A low foaming slower speed fermenter with low alcohol tolerance. This strain emphasizes fruit character in both reds and whites making it an excellent choice for fruit wines, especially apple. If fermented at cooler temperatures it will not ferment to dryness producing a sweeter wine with some residual sugar. For the production of Chardonnay use in conjunction with yeast nutrient. Sweet whites, fruit wines. Temperature range: 64-86 F. Alcohol Tolerance: 12-14%.",12% - 14%,Medium
yeast,Safale K-97 Dry Ale,,,,68,59ºF – 75ºF,A German ale yeast selected for its ability to form a large firm head when fermenting. This top cropping ale yeast is suitable for top fermented beers with low esters levels and can be used for Belgian type wheat beers.,,Low
yeast,Safale S-04 Dry Ale,,,,72,59ºF – 75ºF,"A well-known, commercial English ale yeast, selected for its fast fermentation character and its ability to form a very compact sediment at the end of the fermentation, helping to improve beer clarity. This yeast is recommended for the production of a large range of ale beers and is specially well adapted to cask-conditioned ales and fermentation in cylindro-conical tanks.",,High
yeast,Safale US-05 Fermentis Dry Ale,,,,72,59ºF – 75ºF,"A ready-to-pitch dry American ale yeast. Safale US-05 produces well balanced beers with low diacetyl and a very clean, crisp end palate.",,Low – Medium
yeast,Safbrew S-33 Dry Brewing Yeast,,,,76,59ºF – 75ºF,"A very popular general purpose yeast, displaying both very robust conservation properties and consistent performance. This yeast produces superb flavour profiles and is used for the production of a varied range of top fermented special beers (Belgian type wheat beers, Trappist, etc.).  Also recommended for bottle-conditioning of beers. Excellent performance in beers with alcohol contents of up to 7.5% v/v but can ferment up to 11.5% v/v.",11.5%,Medium
yeast,Safbrew T-58 Dry Brewing Yeast,,,,76,59ºF – 75ºF,A speciality yeast selected for its estery somewhat peppery and spicy flavour development.  Also recommended for bottle-conditioning of beers. Excellent performance in beers with alcohol contents of up to 8.5% v/v but can ferment up to 11.5% v/v.,11.5%,Medium
yeast,Safbrew WB-06 Dry Brewing Yeast,,,,76,59ºF – 75ºF,"A speciality yeast selected for wheat beer fermentations. The yeast produces subtle estery andphenol flavour notes typical of wheat beers.",,Low
yeast,Saflager S-189 Dry Lager,,,,72,48ºF – 59ºF,"Originating from the Hürlimann brewery in Switzerland, also under collection at Weihenstephan under number ""W195"", this very popular strain is used by a large number of commercial breweries. Selected for its fairly neutral flavour development, this yeast is recommended for a wide range of lager and pilsen beers.",,High
yeast,Saflager S-23 Fermentis Dry Lager,,,,72,48ºF – 59ºF,This bottom fermenting yeast is originating from the VLB (Berlin) in Germany and is known under the code RH. The strain is used by Western European commercial breweries and has been reported to produce lagers with some fruity and estery notes.,,High
yeast,Saflager W-34/70 Fermentis Dry Lager,,,,72,48ºF – 59ºF,"This famous yeast strain from Weihenstephan in Germany is used world-wide within the brewing industry. Thanks to its technological properties, this strain has become the most popular strain for lager brewing and is used by industrial breweries and brewing groups around the globe.",,High
yeast,The Yeast Bay - Amalgamation Brettanomyces Super Blend,,,,85,65ºF – 78ºF,"Amalgamation is the union of our six favorite Brettanomyces isolates from our microbe library. Each isolate produces a unique bouquet of bright and fruity flavors and aromas, and the combination of all of them into one blend results in the coalescence of these unique flavors and aromas into something truly special.Expect this blend to create a dry beer with a bright and complex fruit-forward flavor and aroma, accompanied by some funk on the palate.",,Low
yeast,The Yeast Bay - Beersel Brettanomyces Blend,,,,78,66ºF – 72ºF,This blend combines Brettanomyces strains isolated from a lambic produced in the Beersel area in the Belgian province of Flemish Brabant. All of the strains in this blend provide a balanced profile of fruitiness and funkiness. This blend tends to be a quick starter and forms a nice pellicle. The resulting beer is balanced with a bright and crisp finish. ,,Medium - Low
yeast,The Yeast Bay - Brussels Brettanomyces Blend,,,,80,66ºF – 72ºF,"This blend combines Brettanomyces strains isolated from a unique lambic produced in the Brussels region of Belgium. All of the isolates in this blend produce a pronounced barnyard funk with mild acidity and very little fruitiness. This blend can be a little slow to start up, but is a great addition to any beer that you want to funk up.",,Medium - Low
yeast,The Yeast Bay - Dry Belgian Ale,,,,92.5,70ºF – 76ºF,"Dry Belgian Ale is single strain of Saccharomyces cerevisiae isolated from a unique golden strong ale. The profile is a complex and balanced mix of apple, pear and light citrus fruit with some mild spicy and peppery notes. The apparent attenuation of this strain ranges anywhere from 85-100%, depending upon the mash profile and the grist composition. For a yeast that's as dry as it is, it creates beers with a surprising amount of balance even without the use of specialty grains or adjuncts. While we haven't completed our own tests in house, this yeast is used at the brewery from which it was isolated to make big beers that are in the neighborhood of 12-16% ABV and sufficiently dry. Use Dry Belgian Ale as a primary fermenter in any big Belgian beer, or to unstick that pesky stuck fermentation.To achieve high attenuation, we recommend fermenting with this strain at 70-71 ºF for the first 2-3 days, and then bumping up the temperature to 74-75 ºF for the remainder of fermentation.",,Medium - High
yeast,The Yeast Bay - Farmhouse Sour Ale,,,,85,70ºF – 78ºF,"Farmhouse Sour Ale is a blend of Saccharomyces and Lactobacillus. It was formulated for brewers wishing to create a saison with a balanced acid profile that complements the complex esters of our unique farmhouse/saison yeast strains, but without the Brettanomyces funk.This blend contains two farmhouse/saison Saccharomyces cerevisiae isolates,  Lactobacillus brevis, and Lactobacillus delbreuckii. The two Saccharomyces strains will combine to create a delightful ester profile of grapefruit and orange zest, accompanied by a mild earthiness and spiciness. The two Lactobacillus strains will produce a balanced acid profile, given a suitable supply of accessible carbohydrates that remain after the bulk of fermentation has been completed by Saccharomyces.Expect this blend to take 1-3 months to begin creating appreciable levels of acidity, depending upon the mash and fermentation temperature and the IBU. Higher mash and fermentation temperatures and lower (0-5) IBU will produce elevated levels of acidity faster. Lower mash and fermentation temperatures and higher (10+) IBU will produce lower levels of acidity more slowly.Approximately 53 billion cells/vial.",,Medium - Low
yeast,The Yeast Bay - Funktown Pale Ale,,,,79,68ºF – 74ºF,"Funktown Pale Ale is a blend of our Vermont Ale strain and a unique strain of Brettanomyces that is well suited for primary fermentation. The combination of the citrus/peach esters from the Vermont Ale strain and the very light funk and pineapple/mango esters from the Brettanomyces produces a unique flavor and aroma profile that is fruit-forward. Expect this blend to finish drier than the Vermont Ale. We recommend following a similar fermentation scheme as is used for the Vermont Ale, fermenting at 67-69 ºF for 3-4 days, and then raising the temperature to 72 ºF until a stable gravity is reached.Approximately 58 billion cells/vial.",,Medium - Low
yeast,The Yeast Bay - Lochristi Brettanomyces Blend,,,,80,66ºF – 72ºF,"This blend combines Brettanomyces strains isolated from a unique beer produced in the Lochristi area in East Flanders. One strain provides a moderate funk and light fruitiness, while the other strain adds a more assertive fruitiness dominated by hints of strawberry. This blend also imparts a pleasant acidity over time that helps to balance out the profile of the finished beer. It can be slow to start up.",,Medium - Low
yeast,The Yeast Bay - Melange - Sour Blend,,,,85,68ºF – 78ºF,"If you dig using a diverse array of unique organisms to create balanced sour beers, this delightful medley of microbes is sure to please! Mélange is our most varied mix of fermentative organisms, intended for use in the production of sour beers in which a balance of funk and sourness is desired. This blend contains two Saccharomyces cerevisiae isolates, Saccharomyces fermentati, five Brettanomyces isolates, Lactobacillus brevis, Lactobacillus delbreuckii and Pediococcus damnosus.  If you want acidity quickly, we recommend keeping the IBU low (0-5 IBU), starting with a fermentation temperature of 70-72 ºF for the first few days and then raising the temperature to 75-80 ºF to encourage development of sourness (Lactobacillus, Pediococcus). For a slower developing beer that exhibits a rounded balance of funk (Brettanomyces) and sourness we recommend ~5-10 IBU, mashing on the high end, fermenting at 68 ºF and holding at that temperature for an extended period of time. Approximately 29 bilion cells/vial.",,Medium - Low
yeast,The Yeast Bay - Northeastern Abbey,,,,79,68ºF – 73ºF,"This yeast was isolated from a beer crafted by a well-known producer of Belgian-style ales in the Northeastern United States. This yeast produces a very mild spiciness and earthy flavor and aroma which is complemented by a subtle but magnificent array of fruity esters, including pear and light citrus fruit. The brewery from which this strain was isolated uses it in a very versatile manner across an array of Belgian styles. We prefer using this yeast for any and all light Belgian beers, including Wit, Belgian Pale and Belgian Blond, in addition to any experimental fruit beers in which a more unique and robust flavor and aroma profile is desired. Expect this yeast to produce a large, thick krausen.",,Medium - Low
yeast,The Yeast Bay - Saison Blend,,,,79,68ºF – 80ºF,"A blend of two unique yeast strains isolated from beers that embody the saison style, this blend is a balance of the many characteristic saison flavors and aromas. One yeast strain is a good attenuator that produces a spicy and mildly tart and tangy beer with a full mouthfeel. The other yeast strain is also a good attenuator that produces a delightful ester profile of grapefruit and orange zest and imparts a long, dry and earthy finish to the beer. Together, they produce a dry but balanced beer with a unique flavor and aroma profile.",,Medium - Low
yeast,The Yeast Bay - Saison Brettanomyces Belnd,,,,80,70ºF – 78ºF,"This blend combines one of the Saccharomyces strains from the Saison Blend and two unique Brettanomyces isolates from our yeast library. The Saccharomyces yeast strain is a strong attenuator that produces a delightful ester profile of grapefruit and orange zest and imparts a long, dry and earthy finish to the beer. The Brettanomyces strains are both good attenuators that produce some fruity esters and mild funk, and add a bright character to the beer. The combination of these yeast produces a dry but balanced character with a delightful ester profile and just the right amount of funk. Approximately 58 billion cells/vial.",,Medium - Low
yeast,The Yeast Bay - Vermont Ale,,,,78.5,64ºF – 72ºF,"Isolated from a uniquely crafted double IPA out of the Northeastern United States, this yeast produces a balanced fruity ester profile of peaches and light citrus that complements any aggressively hopped beer. Expect this strain to take off fast and ferment wort quickly, though elevating the temperature following the bulk of fermentation may be required to raise the attenuation.In order to achieve high attenuation, we recommend fermenting at 66-68 ºF for 3-4 days, and then raising the temperature to 72 ºF until a stable gravity is reached. We also recommend mashing at 148-149 ºF and adding a small percentage of the fermentables (~ 5-10%) as sugar. Attenuation has also been reported to increase when repitching after the first generation.",,Medium - Low
yeast,The Yeast Bay - Wallonian Farmhouse,,,,84.5,68ºF – 78ºF,"Isolated from a unique farmhouse-style ale that hails from the Walloon region of Belgium, this yeast is one of the funkiest ""clean"" yeast we have in our stable. It imparts a slight earthy funk and tart character to the beer, and is a very mild producer of some slightly spicy and mildly smokey flavor compounds. This yeast exhibits absurdly high attenuation, resulting in a practically bone-dry beer. If desired, we recommend controlling the dryness by adjusting the mash temperature or adding malts or adjuncts to the mash tun that will lend some body and residual sweetness to the beer. Use this yeast for any farmhouse style or experimental Belgian ale.",,Medium
yeast,WLP001 White Labs California Ale,,,,76.5,68ºF – 73ºF,"This yeast is famous for its clean flavors, balance and ability to be used in almost any style ale. It accentuates the hop flavors and is extremely versatile.",10% – 15%,Medium
yeast,WLP002 White Labs English Ale,,,,66.5,65ºF – 68ºF,"A classic ESB strain from one of England's largest independent breweries. This yeast is best suited for English style ales including milds, bitters, porters, and English style stouts. This yeast will leave a beer very clear, and will leave some residual sweetness.",5% - 10%,Very High
yeast,WLP004 White Labs Irish Ale,,,,71.5,65ºF – 68ºF,"This is the yeast from one of the oldest stout producing breweries in the world. It produces a slight hint of diacetyl, balanced by a light fruitiness and slight dry crispness. Great for Irish ales, stouts, porters, browns, reds and a very interesting pale ale. ",8% - 12%,Medium - High
yeast,WLP005 White Labs British Ale,,,,70.5,65ºF – 70ºF,"This yeast is a little more attenuative than WLP002. Like most English strains, this yeast produces malty beers. Excellent for all English style ales including bitter, pale ale, porter, and brown ale.",5% - 10%,High
yeast,WLP006 White Labs Bedford British,,,,76,65ºF – 70ºF,"Ferments dry and flocculates very well. Produces a distinctive ester profile. Good choice for most English style ales including bitter, pale ale, porter, and brown ale.",5% - 10%,High
yeast,WLP007 White Labs Dry English Ale,,,,75,65ºF – 70ºF,"Clean, highly flocculent, and highly attenuative yeast. This yeast is similar to WLP002 in flavor profile, but is 10% more attenuative. This eliminates the residual sweetness, and makes the yeast well suited for high gravity ales. It is also reaches terminal gravity quickly. 80% attenuation will be reached even with 10% ABV beers. ",8% - 12%,Medium - High
yeast,WLP008 White Labs East Coast Ale,,,,72.5,68ºF – 73ºF,"Our ""Brewer Patriot"" strain can be used to reproduce many of the American versions of classic beer styles. Similar neutral character of WLP001, but less attenuation, less accentuation of hop bitterness, slightly less flocculation, and a little tartness. Very clean and low esters. Great yeast for golden, blonde, honey, pales and German alt style ales.",5% - 10%,Medium - Low
yeast,WLP009 White Labs Australian Ale,,,,72.5,65ºF – 70ºF,"Produces a clean, malty beer. Pleasant ester character, can be described as ""bready."" Can ferment successfully, and clean, at higher temperatures. This yeast combines good flocculation with good attenuation.",5% - 10%,High
yeast,WLP011 White Labs European Ale,,,,67.5,65ºF – 70ºF,"Malty, Northern European-origin ale yeast. Low ester production, giving a clean profile. Little to no sulfur production. Low attenuation helps to contribute to the malty character. Good for Alt, Kolsch, malty English ales, and fruit beers.",5% - 10%,Medium
yeast,WLP013 White Labs London Ale,,,,71,66ºF – 71ºF,"Dry, malty ale yeast. Provides a complex, oakey ester character to your beer. Hop bitterness comes through well. This yeast is well suited for classic British pale ales, bitters, and stouts. Does not flocculate as much as WLP002 and WLP005.",5% - 10%,Medium
yeast,WLP022 White Labs Essex Ale,,,,73.5,66ºF – 70ºF,"Flavorful British style yeast. Drier finish than many British ale yeast. Produces slightly fruity and bready character.    Good top fermenting yeast strain, is well suited for top cropping (collecting). This yeast is well suited for classic British milds, pale ales, bitters, and stouts. Does not flocculate as much as WLP002 and WLP005.",5% - 10%,Medium - High
yeast,WLP023 White Labs Burton Ale,,,,72,68ºF – 73ºF,"From the famous brewing town of Burton upon Trent, England, this yeast is packed with character. It provides delicious subtle fruity flavors like apple, clover honey and pear. Great for all English styles, IPA's, bitters, and pales. Excellent in porters and stouts. ",5% - 10%,Medium
yeast,WLP028 White Labs Edinburgh Scottish Ale,,,,72.5,65ºF – 70ºF,"Scotland is famous for its malty, strong ales. This yeast can reproduce complex, flavorful Scottish style ales. This yeast can be an everyday strain, similar to WLP001. Hop character is not muted with this strain, as it is with WLP002. Does not ferment well less than 62°F (17°C)",8% - 12%,Medium
yeast,WLP029 White Labs German Ale / Kolsch,,,,75,65ºF – 69ºF,"From a small brewpub in Cologne, Germany, this yeast works great in Kölsch and Alt style beers. Good for light beers like blond and honey. Accentuates hop flavors, similar to WLP001. The slight sulfur produced during fermentation will disappear with age and leave a super clean, lager like ale. Does not ferment well less than 62°F(17°C), unless during active fermentation.",5% - 10%,Medium
yeast,WLP036 White Labs Dusseldorf Alt,,,,68.5,65ºF – 69ºF,"Traditional Alt yeast from Dusseldorf, Germany. Produces clean, slightly sweet alt beers. Does not accentuate hop flavor as WLP029 does. ",5% - 10%,Medium
yeast,WLP037 White Labs Yorkshire Square Ale,,,,70,65ºF – 69ºF,"This yeast produces a beer that is malty, but well-balanced. Expect flavors that are toasty with malt-driven esters. Highly flocculent and good choice for English pale ales, English brown ales, and mild ales.",8% - 12%,High
yeast,WLP038 White Labs Manchester Ale,,,,72,65ºF – 70ºF,"Top-fermenting strain that is traditionally good for top-cropping. Moderately flocculent with a clean, dry finish. Low ester profile, producing a highly balanced English-style beer.",8% - 12%,Medium - High
yeast,WLP039 White Labs Nottingham Ale,,,,77.5,66ºF – 70ºF,"British style ale yeast with a very dry finish. Medium to low fruit and fusel alcohol production. Good top fermenting yeast strain, is well suited for top cropping (collecting). This yeast is well suited for pale ales, ambers, porters, and stouts.",5% - 10%,Medium - High
yeast,WLP041 White Labs Pacific Ale,,,,67.5,65ºF – 68ºF,"A popular ale yeast from the Pacific Northwest. The yeast will clear from the beer well, and leave a malty profile. More fruity than WLP002, English Ale Yeast. Good yeast for English style ales including milds, bitters, IPA, porters, and English style stouts. ",5% - 10%,High
yeast,WLP051 White Labs California Ale V,,,,72.5,66ºF – 70ºF,"From Northern California. This strain is more fruity than WLP001, and slightly more flocculent. Attenuation is lower, resulting in a fuller bodied beer than with WLP001. ",8% - 12%,Medium - High
yeast,WLP060 White Labs American Ale Blend,,,,76,68ºF - 72ºF,"Our most popular yeast strain is WLP001, California Ale Yeast. This blend celebrates the strengths of California- clean, neutral fermentation, versatile usage, and adds two other strains that belong to the same 'clean/neutral' flavor category. The additional strains create complexity to the finished beer. This blend tastes more lager like than WLP001. Hop flavors and bitterness are accentuated, but not to the extreme of California. Slight sulfur will be produced during fermentation. ",8% - 12%,Medium
yeast,WLP072 White Labs French Ale,,,,71.5,63ºF – 73ºF,"Clean strain that complements malt flavor. Low to moderate esters, when fermentation temperature is below 70F.  Moderate plus ester character over 70F.  Low diacetyl production. Good yeast strain for Biere de Garde, blond, amber, brown ales, and specialty beers",5% - 10%,Medium High
yeast,WLP080 White Labs Cream Ale Blend,,,,77.5,65ºF – 70ºF,"This is a blend of ale and lager yeast strains.  The strains work together to create a clean, crisp, light American lager style ale. A pleasing estery aroma may be perceived from the ale yeast contribution. Hop flavors and bitterness are slightly subdued. Slight sulfur will be produced during fermentation, from the lager yeast. ",8% - 12%,Medium
yeast,WLP085 White Labs English Ale Blend,,,,72.5,68ºF – 72ºF,"A blend of British ale yeast strains, designed to add complexity to your ale. Moderate fruitiness and mineral-like, with little to no sulfur. Drier than WLP002 and WLP005, but with similar flocculation properties. Good yeast blend for English Pale Ale, Bitter, Porter, Stout, and India Pale Ale.",5% - 10%,Medium High
yeast,WLP090 White Labs San Diego Super,,,,79.5,65ºF – 68ºF,"A super clean, super-fast fermenting strain. A low ester-producing strain that results in a balanced, neutral flavor and aroma profile. Alcohol-tolerant and very versatile for a wide variety of styles. Similar to California Ale Yeast WLP001 but it generally ferments faster.",10% - 15%,Medium - High
yeast,WLP099 White Labs Super High Gravity Ale,,,,80,65ºF – 69ºF,Can ferment up to 25% alcohol. From England. Produces ester character that increases with increasing gravity. Malt character dominates at lower gravities.,15%+,Medium
yeast,WLP295 White Labs Pacific Coast Lager,,,,74,50ºF – 55ºF,"This yeast is characterized by a clean, slight malty finish and balanced aroma. It is a strong fermentor, produces slight sulfur, and low diacetyl.",5% - 10%,Medium
yeast,WLP299 White Labs Persica Ale,,,,75,68ºF – 78ºF,"Previously called ""Columbia Ale Yeast"" from the Pacific Northwest, this strain is fruitier than WLP001 with peach/apricot notes with a slightly lower attenuation. This strain has good diacetyl reduction capability.",8% - 12%,Medium High
yeast,WLP300 White Labs Hefeweizen Ale,,,,74,68ºF – 72ºF,"This famous German yeast is a strain used in the production of traditional, authentic wheat beers. It produces the banana and clove nose traditionally associated with German wheat beers and leaves the desired cloudy look of traditional German wheat beers.",5% - 10%,Low
yeast,WLP320 White Labs American Hefeweizen Ale,,,,72.5,65ºF – 69ºF,"This yeast is used to produce the Oregon style American Hefeweizen. Unlike WLP300, this yeast produces a very slight amount of the banana and clove notes. It produces some sulfur, but is otherwise a clean fermenting yeast, which does not flocculate well, producing a cloudy beer.",5% - 10%,Low
yeast,WLP351 White Labs Bavarian Weizen,,,,75,66ºF – 70ºF,"Former Yeast Lab W51 yeast strain, acquired from Dan McConnell. The description originally used by Yeast Lab still fits: ""This strain produces a classic German-style wheat beer, with moderately high, spicy, phenolic overtones reminiscent of cloves."" ",5% - 10%,Low
yeast,WLP380 White Labs Hefeweizen IV Ale,,,,76.5,66ºF – 70ºF,"Large clove and phenolic aroma and flavor, with minimal banana. Refreshing citrus and apricot notes. Crisp, drinkable hefeweizen. Less flocculent than WLP300, and sulfur production is higher. ",5% - 10%,Low
yeast,WLP400 White Labs Belgian Wit Ale,,,,76,67ºF – 74ºF,"Slightly phenolic and tart, this is the original yeast used to produce Wit in Belgium.",5% - 10%,Low - Medium
yeast,WLP410 White Labs Belgian Wit II Ale,,,,72.5,67ºF – 74ºF,"Less phenolic than WLP400, and more spicy. Will leave a bit more sweetness, and flocculation is higher than WLP400. Use to produce Belgian Wit, spiced Ales, wheat Ales, and specialty Beers. ",5% - 10%,Low - Medium
yeast,WLP500 White Labs Trappist Ale,,,,77.5,65ºF – 72ºF,"From one of the few remaining Trappist breweries remaining in the world, this yeast produces the distinctive fruitiness and plum characteristics. Excellent yeast for high gravity beers, Belgian ales, dubbels and trippels.  Lower temperatures (under 65°F(18°C) will result in less fruity and more earthy beers.",10% -15%,Medium - Low
yeast,WLP510 White Labs Belgian Bastogne Ale,,,,77,66ºF – 72ºF,"A high gravity, Trappist style ale yeast. Produces dry beer with slight acidic finish. More ‘clean’ fermentation character than WLP500 or WLP530. Not as spicy as WLP530 or WLP550. Excellent yeast for high gravity beers, Belgian ales, dubbels and trippels.",10% -15%,Medium
yeast,WLP515 White Labs Antwerp Ale,,,,76.5,67ºF – 70ºF,"Clean, almost lager like Belgian type ale yeast. Good for Belgian type pales ales and amber ales, or with blends to combine with other Belgian type yeast strains. Biscuity, ale like aroma present. Hop flavors and bitterness are accentuated. Slight sulfur will be produced during fermentation, which can give the yeast a lager like flavor profile.",5% - 10%,Medium
yeast,WLP530 White Labs Abbey Ale,,,,77.5,66ºF – 72ºF,"Used to produce Trappist style beers. Similar to WLP500, but is less fruity and more alcohol tolerant (up to 15% ABV). Excellent yeast for high gravity beers, Belgian ales, dubbels and trippels.",10% -15%,Medium - High
yeast,WLP540 White Labs Abbey IV Ale,,,,78,66ºF – 72ºF,"An authentic Trappist style yeast. Use for Belgian style ales, dubbels, trippels, and specialty beers. Fruit character is medium, in between WLP500 (high) and WLP530 (low).",10% -15%,Medium
yeast,WLP545 White Labs Belgian Strong Ale,,,,81.5,66ºF – 72ºF,"From the Ardennes region of Belgium, this classic yeast strain produces moderate levels of ester and spicy phenolic character. Typically results in a dry, but balanced finish. This yeast is well suited for Belgian dark strongs, Abbey Ales, and Christmas beers.",10% -15%,Medium
yeast,WLP550 White Labs Belgian Ale,,,,81.5,68ºF – 78ºF,"Saisons, Belgian Ales, Belgian Reds, Belgian Browns, and White beers are just a few of the classic Belgian beer styles that can be created with this yeast strain. Phenolic and spicy flavors dominate the profile, with less fruitiness then WLP500.",8% - 12%,Medium
yeast,WLP560 White Labs Classic Saison Blend,,,,72.5,68ºF – 78ºF,"This Saison blend that marries both earthy, spicy notes with fruity ester production. Slight clove-like characteristic in finished beer flavor and aroma.",5% - 10%,Medium
yeast,WLP565 White Labs Belgian Saison I,,,,70,68ºF – 75ºF,"Classic Saison yeast from Wallonia. It produces earthy, peppery, and spicy notes. Slightly sweet. With high gravity Saisons, brewers may wish to dry the beer with an alternate yeast added after 75% fermentation. ",5% - 10%,Medium
yeast,WLP566 White Labs Belgian Saison II,,,,81.5,68ºF – 78ºF,"Saison strain with more fruity ester production than with WLP565. Moderately phenolic, with a clove-like characteristic in finished beer flavor and aroma. Ferments faster than WLP565. ",5% - 10%,Medium
yeast,WLP568 White Labs Belgian Style Ale Blend,,,,75,70ºF – 80ºF,"This blend melds Belgian style ale and Saison strains. The strains work in harmony to create complex, fruity aromas and flavors. The blend of yeast strains encourages complete fermentation in a timely manner. Phenolic, spicy, earthy, and clove like flavors are also created. ",5% - 10%,Medium
yeast,WLP570 White Labs Belgian Golden Ale,,,,75.5,68ºF – 75ºF,"From East Flanders, versatile yeast that can produce light Belgian ales to high gravity Belgian beers (12% ABV). A combination of fruitiness and phenolic characteristics dominate the flavor profile. Some sulfur is produced during fermentation, which will dissipate following the end of fermentation. ",10% - 15%,Low
yeast,WLP575 White Labs Belgian Styal Ale Blend,,,,77,68ºF – 75ºF,"A blend of Trappist type yeast (2) and one Belgian ale type yeast. This creates a versatile blend that can be used for Trappist type beer, or a myriad of beers that can be described as 'Belgian type'. ",8% - 12%,Medium
yeast,WLP585 White Labs Belgian Saison III,,,,72,68ºF – 75ºF,"Produces beer with a high fruit ester characteristic, as well as some slight tartness. Finishes slightly malty, which balances out the esters. Also produces low levels of clovey phenolics. Great yeast choice for a summer Saison that is light and easy-drinking.",5% - 10%,Low - Medium
yeast,WLP630 White Labs Berliner Weisse Blend,,,,76.5,68ºF – 72ºF,"A blend of a traditional German Weizen yeast and Lactobacillus to create a subtle, tart, drinkable beer. Can take several months to develop tart character. Perfect for traditional Berliner Weisse.",5% - 10%,Medium
yeast,WLP644 White Labs Brettanomyces Bruxellensis Trois,,,,85,70ºF – 85ºF,"This Belgian strain, used traditionally for 100% Brettanomyces fermentations, produces a slightly tart beer with delicate characteristics of mango and pineapple. Can also be used to produce effervescence when bottle-conditioning.",8% - 12%,Low
yeast,WLP645 White Labs Brettanomyces Classenii,,,,85,70ºF – 85ºF,"Low intensity Brett character. Originally isolated from strong English stock beer, in the early 20th century. The Brett flavors produced are more subtle than WLP650 and WLP653. More aroma than flavor contribution. Fruity, pineapple like aroma. B. claussenii is closely related to B. anomalus.",8% - 12%,Low
yeast,WLP650 White Labs Brettanomyces Bruxellensis,,,,85,70ºF – 85ºF,Medium intensity Brett character. Classic strain used in secondary fermentation for Belgian style beers and lambics. One Trappist brewery uses this strain in secondary fermentation and bottling to produce their characteristic flavor. ,8% - 12%,Low
yeast,WLP653 White Labs Brettanomyces Lambicus,,,,85,70ºF – 85ºF,"High intensity Brett character. Defines the ""Brett character"": Horsey, smoky and spicy flavors. As the name suggests, this strain is found most often in Lambic style beers, which are spontaneously fermented beers. Also found in Flanders and sour brown style beers.",8% - 12%,Low
yeast,WLP655 White Labs Belgian Sour Mix 1,,,,85,70ºF – 85ºF,"A unique blend perfect for Belgian style beers. Includes Brettanomyces, Saccharomyces, and the bacterial strains Lactobacillus and Pediococcus.",8% - 12%,Low
yeast,WLP665 White Labs Flemish Ale Blend,,,,82.5,68ºF – 80ºF,"Blended culture used to produce the classic beer styles of the West Flanders region of Belgium . A proprietary blend of Saccharomyces yeasts, Brettanomyces, Lactobacillus, and Pediococcus, this culture creates a more complex, dark stone fruit characteristic than WLP 655 Belgian Sour Mix.",8% - 12%,Low - Medium
yeast,WLP670 White Labs American Farmhouse Blend,,,,78.5,68ºF – 72ºF,"Inspired by local American brewers crafting semi- traditional Belgian-style ales. This blend creates a complex flavor profile with a moderate level of sourness. It consists of a traditional farmhouse yeast strain and Brettanomyces. Great yeast for farmhouse ales, Saisons, and other Belgian-inspired beers.",5% - 10%,Medium
yeast,WLP672 Lactobacillus Brevis,,,,80,70ºF – 95ºF,"""Lactobacillus brevis is a rod-shaped bacteria used for souring beers. Typically produces more lactic acid than Lactobacillus delbrueckii. Great addition to any sour program!"" We have used this culture in house and prefer it to other strains of Lactobacillus we've used in the past. It produces a it more acid than other strains we've used, and is said to have better IBU tolerance, though we have not yet independently verified this. When using, we would recommend keeping the IBUs on the low end (< 10 IBU) until we are able to run our own experiments.",,N/A
yeast,WLP675 White Labs Malolactic Bacteria,,,,,,"Malolactic fermentation is the conversion of malic acid to lactic acid by bacteria from the lactic acid bacteria family.  Lactic acid is less acidic than malic acid, which in turn decreases acidity and helps to soften and/or round out some of the flavors in wine. ",,
yeast,WLP677 White Labs Lactobacillus Bacteria,,,,,,"This lactic acid bacteria produces moderate levels of acidity and sour flavors found in lambics, Berliner Weiss, sour brown ale and gueze.",,
yeast,WLP800 White Labs Pilsner Lager,,,,74.5,50ºF – 55ºF,"Classic pilsner strain from the premier pilsner producer in the Czech Republic. Somewhat dry with a malty finish, this yeast is best suited for European pilsner production.",5% - 10%,Medium - High
yeast,WLP802 White Labs Czech Budejovice Lager,,,,77.5,50ºF – 55ºF,"Pilsner lager yeast from Southern Czech Republic. Produces dry and crisp lagers, with low diacetyl production. ",5% - 10%,Medium
